"seqno","organizer","tel","extension","mobile telephone","zipcode","district","hosp_addr","type","location","mon_stime","mon_dtime","tue_stime","tue_dtime","wed_stime","wed_dtime","thu_stime","thu_dtime","fri_stime","fri_dtime","sat_stime","sat_dtime","sun_stime","sun_dtime","remark","date","battery expiration date","electrical pads expiration date"
"57237","新北市新莊區福壽市民活動中心","","","0910-969-017","242","新莊區","新北市新莊區昌明街1號","其他","1樓","","","","","","","","","","","","","","","2023-12-12 10:34:00","2024-01-02","2028-09-25","2025-11-25"
"8154","新光人壽新莊大樓","","","0911-087-874","242","新莊區","新北市新莊區中正路149號","其他","一樓大門口室內","08:00:00","19:00:00","08:00:00","19:00:00","08:00:00","19:00:00","08:00:00","19:00:00","08:00:00","19:00:00","","","","","2021-12-20 19:57:46","2016-03-11","2028-12-01","2025-11-30"
"57241","新北市新莊區牡丹心市民活動中心","","","0911328829","242","新莊區","新北市新莊區雙鳳路75號5樓","其他","5樓","","","","","","","","","","","","","","","2023-03-10 11:16:36","2024-01-02","2028-09-30","2025-12-31"
"844","新北市立圖書館新莊中港分館","","","0913860970","242","新莊區","新北市新莊區中港路350號5樓","大型休閒場所","五樓服務櫃檯前區域","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-04-03 10:23:32","2025-01-01","2028-09-01","2025-12-01"
"57238","新北市新莊區福前市民活動中心","","","0921643729","242","新莊區","新北市新莊區化成路746巷2號","其他","1樓","","","","","","","","","","","","","","","2023-03-10 11:22:50","2024-01-02","2027-08-30","2025-03-31"
"57240","新北市新莊區豐年市民活動中心","","","0921884206","242","新莊區","新北市新莊區豐年街57-5號","其他","1樓","","","","","","","","","","","","","","","2023-03-10 11:17:23","2024-01-02","2027-09-05","2025-12-31"
"6688","新北市立頭前國民中學","","","0922633465","242","新莊區","新北市新莊區中原路2號","學校、大型集會場所","新北市頭前國中","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","2021-12-20 19:56:48","2023-11-28","2027-09-05","2025-12-31"
"57236","新北市新莊區全安市民活動中心","","","0928452855","242","新莊區","新北市新莊區新莊路527號","其他","2樓","","","","","","","","","","","","","","","2023-03-10 11:19:52","2024-01-02","2027-09-05","2025-12-31"
"57239","新北市新莊區四維市民活動中心","","","0930-365-318","242","新莊區","新北市新莊區四維路186巷2號","其他","1樓","","","","","","","","","","","","","","","2023-12-12 10:33:41","2024-01-02","2027-11-13","2025-12-31"
"57244","新北市新莊區聯合市民活動中心","","","0935470732","242","新莊區","新北市新莊區自由街1號","其他","1樓","","","","","","","","","","","","","","","2023-03-10 11:19:29","2024-01-02","2027-11-01","2025-12-01"
"11737","新北市立圖書館新莊福營分館","","","0937987431","242","新莊區","新北市新莊區四維路9號3-5樓","大型休閒場所","本館4樓借還書流通櫃檯","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-04-03 10:23:32","2025-01-01","2027-11-30","2025-12-27"
"57246","新北市新莊區中環市民活動中心","","","0939673656","242","新莊區","新北市新莊區中環路二段392號之一","其他","大廳","","","","","","","","","","","","","","","2023-03-10 11:15:22","2024-01-02","2028-02-01","2025-10-04"
"57322","新北市新莊區興化市民活動中心","","","0952406492","242","新莊區","新北市新莊區五工路68巷2號4樓","其他","4樓","","","","","","","","","","","","","","","2023-03-10 11:21:25","2024-01-02","2025-10-26","2027-09-20"
"4017","新莊西盛環保河濱公園","","","0968833583","242","新莊區","新北市新莊區停車場票亭","其他","停車場票亭","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","2021-12-20 19:57:10","2014-05-02","2027-10-04","2025-12-31"
"57242","新北市新莊區後港市民活動中心","","","0979512521","242","新莊區","新北市新莊區建安街26巷4號","其他","1樓","","","","","","","","","","","","","","","2023-03-10 11:22:23","2024-01-02","2027-08-31","2025-02-28"
"11738","新北市立圖書館新莊裕民分館","","","0980158377","242","新莊區","新北市新莊區裕民街136號4樓","大型休閒場所","4樓大門入口處右側","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","2024-04-03 10:23:33","2025-01-01","2027-06-30","2024-11-30"
"4626","新北市新莊區民安國民小學","22056777#29","","","242","新莊區","新北市新莊區民安路261號","學校、大型集會場所","忠孝樓一樓樓梯旁","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","","","","","2021-12-20 19:57:12","2014-06-27","2031-07-31","2026-06-30"
"5241","新北市立新莊國民中學","22766326#224、324、223、221","","","242","新莊區","新北市新莊區中正路211號","學校、大型集會場所","學生活動中心與操場交接處開放空間","07:30:00","21:30:00","07:30:00","21:30:00","07:30:00","21:30:00","07:30:00","21:30:00","07:30:00","21:30:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:57:47","2016-05-17","2031-07-31","2026-06-30"
"8252","新北市政府警察局交通警察大隊新莊分隊","24小時","","","242","新莊區","新北市新莊區福營路282號","其他","一樓值班大廳左側","","","","","","","","","","","","","","","2023-05-02 10:29:21","2023-03-24","2026-10-16","2025-10-01"
"5937","國都汽車股份有限公司丹鳳服務廠","2902-7616","","","242","新莊區","新北市新莊區中正路717號","其他","服務廠客休室","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:57:18","2014-11-01","2028-12-27","2029-01-07"
"8654","新北市新泰社會福利服務中心","2906-7980","","","242","新莊區","新北市新莊區福營路277號4樓","其他","新泰社福中心牆上","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","","","","2021-12-20 19:57:51","","2028-02-01","2025-10-01"
"3472","新北市天主教恆毅高級中學","29923619*555","","","242","新莊區","新北市新莊區中正路108號","學校、大型集會場所","警衛室","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","","","","","2024-01-12 10:12:16","2024-01-12","2028-12-01","2026-05-31"
"5600","新北市立新泰國民中學","2996-0745","","","242","新莊區","新北市新莊區新泰路359號","學校、大型集會場所","新泰國中健康中心旁穿堂","05:00:00","18:30:00","05:00:00","18:30:00","05:00:00","18:30:00","05:00:00","18:30:00","05:00:00","18:30:00","06:00:00","18:30:00","06:00:00","18:30:00","2021-12-20 19:57:13","2014-06-24","2028-12-01","2026-05-31"
"5663","國都汽車股份有限公司新莊服務廠","2997-0580","","","242","新莊區","新北市新莊區中正路70-2號","其他","服務廠客休室","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","2021-12-20 19:57:19","2014-09-16","2026-01-31","2024-11-30"
"5448","新北市新莊區新泰國民小學","29971005#110","","","242","新莊區","新北市新莊區公園一路91號","學校、大型集會場所","新泰國小警衛室","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","08:00:00","12:00:00","00:00:00","","2021-12-20 19:58:09","2017-12-27","2028-12-01","2026-05-31"
"11537","新北市新莊區頭前國民小學","6:00-20:00 02-29920238","","","242","新莊區","新北市新莊區化成路231號","學校、大型集會場所","迎曦樓穿堂","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","","","","","2021-12-20 19:58:09","2018-02-19","2026-01-31","2024-11-30"
"45462","宏匯廣場","8512-8366 #7950","","","242","新莊區","新北市新莊區新北大道四段3號1樓","大型購物場所","5樓醫護室","11:00:00","21:30:00","11:00:00","21:30:00","11:00:00","21:30:00","11:00:00","21:30:00","11:00:00","21:30:00","11:00:00","21:30:00","11:00:00","21:30:00","2023-03-17 16:38:40","2023-09-28","2029-01-31","2026-03-31"
"9344","晶冠開發股份有限公司","8522-9968","","","242","新莊區","新北市新莊區五工路66號","大型購物場所","1樓大廳服務台右側","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","10:30:00","22:00:00","10:30:00","22:00:00","2021-12-20 19:58:00","2017-04-17","2028-12-27","2029-01-07"
"43350","新北市立圖書館新莊聯合分館","星期日、星期一 8：30~17：00，星期二~星期六8：30~21：00，(02)8992-4732","","","242","新莊區","新北市新莊區自由街1號3樓","大型休閒場所","新北市新莊區自由街1號3樓","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-04-03 10:23:33","2025-01-01","2026-01-31","2025-06-01"
"5563","新北市立圖書館新莊西盛分館","週日、週一 8:30-17:00，週二至週六 8:30-21:00，連絡電話:(02) 2203-5","","","242","新莊區","新北市新莊區西盛街216號","大型休閒場所","新莊西盛分館一樓","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-04-03 10:23:31","2025-01-01","2029-01-31","2026-04-30"
"10617","新北市瑞芳區吉慶國民小學","24576405","","","224","瑞芳區","新北市瑞芳區大埔路95號","學校、大型集會場所","1樓的樓梯入口","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2024-02-29 14:59:37","2024-02-29","2025-05-31","2024-11-15"
"9424","新北市政府警察局瑞芳分局鼻頭派出所","24911579","","","224","瑞芳區","新北市瑞芳區鼻頭路101號","其他","派出所1樓","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:49","2016-04-17","2029-01-01","2029-01-07"
"10460","新北市瑞芳區瓜山國民小學","24961364","","","224","瑞芳區","新北市瑞芳區石山里五號路306號","學校、大型集會場所","瓜山國小健康中心走廊","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","2021-12-20 19:58:09","2018-02-26","2029-01-01","2029-01-07"
"8241","新北市政府環境保護局瑞芳區清潔隊","24975496","","","224","瑞芳區","新北市瑞芳區明燈路3段2號2樓","其他","瑞芳第一市場2樓","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","00:00:00","00:00:00","2021-12-20 19:57:46","2016-04-29","2026-04-19","2026-04-19"
"9373","新北市政府警察局瑞芳分局偵查隊","(02)24062608#9","9","","224","瑞芳區","新北市瑞芳區明燈路3段25號","其他","一樓偵查隊入口左側","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:49","2016-05-10","2031-05-31","2026-04-30"
"1700","時雨學校財團法人新北市私立時雨高級中學","(02)24962217*20","20","","224","瑞芳區","新北市瑞芳區祈堂路217號","學校、大型集會場所","健康中心","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:56:45","2013-11-18","2031-05-31","2026-04-30"
"1700","時雨學校財團法人新北市私立時雨高級中學","(02)24962217*220","220","","224","瑞芳區","新北市瑞芳區祈堂路217號","學校、大型集會場所","2樓教官室門口","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:58:00","2017-04-20","2031-04-30","2026-07-31"
"428","新北市立黃金博物館","（02）24962800＃2867","2867","","224","瑞芳區","新北市瑞芳區金光路8號","觀光旅遊地區","本山五坑(體驗坑道入口)","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","18:00:00","09:30:00","18:00:00","2021-12-20 19:56:28","2013-06-17","2031-05-31","2026-04-30"
"2917","九份昇平戲院","（02）24962800＃2867","2867","","224","瑞芳區","新北市瑞芳區輕便路137號","觀光旅遊地區","無障礙廁所旁","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","18:00:00","09:30:00","18:00:00","2021-12-20 19:56:49","2013-12-17","2031-05-31","2026-04-30"
"428","新北市立黃金博物館","(02)24962800-2811","2811","","224","瑞芳區","新北市瑞芳區金光路8號","觀光旅遊地區","遊客中心","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","18:00:00","09:30:00","18:00:00","2021-12-20 19:59:04","2021-09-01","2031-05-31","2026-07-31"
"10432","新北市瑞芳區義方國民小學","(02)24970961","","","224","瑞芳區","新北市瑞芳區逢甲路360號","學校、大型集會場所","穿堂","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2021-12-20 19:58:09","2018-02-26","2031-05-31","2026-04-30"
"9430","新北市政府警察局瑞芳分局大寮派出所","(02)2497-2608","","","224","瑞芳區","新北市瑞芳區傑魚坑路278號","其他","一樓值班台前方牆壁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:57","2017-05-18","2031-05-31","2026-04-30"
"1261","新北市瑞芳地政事務所","(02)2497-4106","","","224","瑞芳區","新北市瑞芳區明燈路3段32號","其他","本所大廳","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","","","","","2023-07-10 11:03:13","2019-01-01","2031-05-01","2026-04-01"
"9685","新北市瑞芳區第一公有零售市場","(02)2497-4251","","","224","瑞芳區","新北市瑞芳區明燈路3段2號","其他","市場1樓廁所旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:59","2024-05-17","2025-03-13","2026-10-31"
"9686","新北市瑞芳區瑞芳美食廣場","(02)2497-4251","","","224","瑞芳區","新北市瑞芳區民生街35巷2號","其他","市場1樓共食區旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:59","2024-05-17","2031-05-31","2026-07-31"
"9395","新北市政府警察局瑞芳分局四腳亭派出所","02-24576947","","","224","瑞芳區","新北市瑞芳區瑞竹路124號","其他","派出所一樓","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:49","2015-05-10","2031-05-31","2026-04-30"
"6556","交通部臺灣鐵路管理局宜蘭運務段四腳亭站","02-24579346","","","224","瑞芳區","新北市瑞芳區新北市瑞芳區中央路65號","交通要衝","四腳亭火車站候車室","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:05","2015-02-20","2031-05-31","2026-04-30"
"11038","新北市瑞芳區鼻頭國民小學","02-24911571","","","224","瑞芳區","新北市瑞芳區鼻頭路99號","學校、大型集會場所","辦公室外牆","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","2023-12-07 16:07:56","2024-03-14","2031-05-31","2026-04-30"
"5200","新北市立欽賢國民中學-鼻頭校區","02-24911580*25","25","","224","瑞芳區","新北市瑞芳區南雅里南雅路87之1號","學校、大型集會場所","專科大樓1樓健康中心-行政辦公室後門牆壁","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","12:00:00","","","2023-12-07 16:07:56","2024-02-20","2031-05-31","2024-09-14"
"5194","新北市瑞芳區猴硐國民小學","02-2496-0450*118","118","","224","瑞芳區","新北市瑞芳區九芎橋路69-1號","學校、大型集會場所","警衛室內(一警內)","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2023-12-07 16:08:01","2024-03-14","2031-05-31","2026-04-30"
"9394","新北市政府警察局瑞芳分局金瓜石派出所","02-24961528","","","224","瑞芳區","新北市瑞芳區金光路51號","其他","一樓內休憩區旁。","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:49","2016-05-09","2031-05-31","2026-04-30"
"9426","新北市政府警察局瑞芳分局水湳洞派出所","02-24961529","","","224","瑞芳區","新北市瑞芳區洞頂路8號","其他","一樓左側","08:00:00","","08:00:00","","08:00:00","","08:00:00","","08:00:00","","","22:00:00","08:00:00","22:00:00","2021-12-20 19:58:01","2015-08-13","2031-05-31","2026-04-30"
"44142","第一商業銀行瑞芳分行","02-24967711","","","224","瑞芳區","新北市瑞芳區明燈路3段76號","其他","大門入口左側牆壁上","09:00:00","17:30:00","09:00:00","17:30:00","09:00:00","17:30:00","09:00:00","17:30:00","09:00:00","17:30:00","","","","","2021-12-20 19:58:44","2020-08-03","2031-05-31","2026-04-30"
"10429","新北市瑞芳區瑞柑國民小學","02-24971009#19","19","","224","瑞芳區","新北市瑞芳區明燈路一段18巷13號","學校、大型集會場所","川堂壁掛式","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","08:00:00","16:00:00","","","2021-12-20 19:58:09","2018-02-26","2031-05-31","2026-04-30"
"5380","新北市瑞芳區瑞亭國民小學","02-24971726","","","224","瑞芳區","新北市瑞芳區上天里四腳亭埔路23號","學校、大型集會場所","學校川堂","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","08:00:00","16:00:00","08:00:00","16:00:00","2021-12-20 19:57:00","","2028-02-01","2026-05-05"
"5380","新北市瑞芳區瑞亭國民小學","02-24971726*229","229","","224","瑞芳區","新北市瑞芳區上天里四腳亭埔路23號","學校、大型集會場所","本校穿堂","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","2021-12-20 19:58:09","2014-03-05","2028-02-01","2026-05-05"
"9462","新北市政府警察局瑞芳分局瑞濱派出所","02-24972009","","","224","瑞芳區","新北市瑞芳區建基路一段5之1號","其他","備勤室入口左側","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:01","2015-07-22","2028-02-01","2026-05-05"
"102","交通部臺灣鐵路管理局宜蘭運務段瑞芳站","02-24972033","","","224","瑞芳區","新北市瑞芳區龍潭里明燈路3段82號","交通要衝","前站候車大廳無障礙入口右側","05:59:00","23:33:00","05:59:00","23:33:00","05:59:00","23:33:00","05:59:00","23:33:00","05:59:00","23:33:00","05:59:00","23:33:00","05:59:00","23:33:00","2021-12-20 19:56:29","2013-04-26","2028-02-01","2026-05-05"
"5418","新北市瑞芳區瑞芳國民小學","0224972058","","","224","瑞芳區","新北市瑞芳區中山路2號","學校、大型集會場所","瑞芳國小警衛室內","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","16:00:00","08:00:00","16:00:00","2024-02-17 17:20:10","2024-02-22","2028-02-01","2026-05-05"
"4418","新北市瑞芳區衛生所","02-24972132","","","224","瑞芳區","新北市瑞芳區明燈路三段1號","其他","新北市瑞芳區明燈路3段1號1樓","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:59:09","2022-03-01","2028-12-01","2026-05-31"
"32934","新北市政府警察局瑞芳分局瑞芳派出所","02-24972141","","","224","瑞芳區","新北市瑞芳區明燈路三段25號1樓","其他","1樓辦公桌旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:57","2014-05-12","2031-05-31","2026-07-01"
"10431","新北市立瑞芳國民中學","02-24972145轉226","226","","224","瑞芳區","新北市瑞芳區三爪子坑路1號","學校、大型集會場所","健康中心","08:00:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","","","","","2024-02-16 15:37:14","2024-02-16","2031-05-31","2026-04-30"
"11592","新北市瑞芳區公所","02-24972250","","","224","瑞芳區","新北市瑞芳區逢甲路82號","其他","一樓左側靠近公文收發處","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:57:53","2016-12-30","2031-06-01","2026-07-01"
"11355","新北市立欽賢國民中學-九份校區","02-24972261*25","","","224","瑞芳區","新北市瑞芳區永慶里崙頂路3之1號","學校、大型集會場所","警衛室進門牆壁上","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2023-12-07 16:07:56","2024-02-20","2031-06-30","2026-04-15"
"11702","新北市瑞芳區九份國民小學","02-24972263","","","224","瑞芳區","新北市瑞芳區崙頂路145號","學校、大型集會場所","九份國小","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2024-02-16 15:37:03","2024-02-22","2031-06-30","2026-04-30"
"2005","新北市立瑞芳高級工業職業學校","02-24972516分機404","404","","224","瑞芳區","新北市瑞芳區瑞芳街60號","學校、大型集會場所","健康中心外牆(建興樓1樓)","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","18:00:00","07:00:00","21:00:00","2023-07-19 08:26:46","2023-09-26","2031-06-30","2025-04-30"
"9509","新北市政府警察局瑞芳分局猴硐派出所","02-24972527","","","224","瑞芳區","新北市瑞芳區九芎橋路96號","其他","1樓值班台旁","06:00:00","","06:00:00","","06:00:00","","06:00:00","","06:00:00","","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:58:01","2015-11-20","2031-06-30","2026-04-30"
"9389","新北市政府警察局瑞芳分局九份派出所","02-24972609","","","224","瑞芳區","新北市瑞芳區豎崎路24號","其他","1樓值班台左前方","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:56","2015-12-10","2031-06-30","2026-07-31"
"9374","新北市政府警察局交通警察大隊瑞芳分隊","02-24977468","","","224","瑞芳區","新北市瑞芳區大寮路43號","其他","進大門左側","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:49","2016-05-11","2031-06-30","2024-04-30"
"6493","交通部臺灣鐵路管理局宜蘭運務段猴硐站","0224977747","","","224","瑞芳區","新北市瑞芳區柴寮路70號","交通要衝","二樓大廳","05:30:00","23:00:00","05:30:00","23:00:00","05:30:00","23:00:00","05:30:00","23:00:00","05:30:00","23:00:00","05:30:00","23:00:00","05:30:00","23:00:00","2021-12-20 19:57:05","2015-02-09","2031-06-30","2026-04-30"
"6764","交通部台灣鐵路管理局宜蘭運務段三貂嶺站","02-24977896","","","224","瑞芳區","新北市瑞芳區碩仁里魚寮路1號","交通要衝","候車室","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","2021-12-20 19:56:55","2015-09-30","2031-06-30","2026-04-30"
"4023","猴硐煤礦博物園區(旅遊資訊中心)","","","0930623402","224","瑞芳區","新北市瑞芳區柴寮路(候硐火車站前)","觀光旅遊地區","猴硐煤礦博物園區(旅遊資訊中心)櫃臺","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","2021-12-20 19:56:27","","2031-06-30","2026-06-30"
"4023","猴硐煤礦博物園區(旅遊資訊中心)","","","0930623402","224","瑞芳區","新北市瑞芳區柴寮路(候硐火車站前)","觀光旅遊地區","猴硐煤礦博物園區(遊客中心)櫃臺","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:56:46","","2031-06-30","2026-04-30"
"4023","猴硐煤礦博物園區(旅遊資訊中心)","","","0930623402","224","瑞芳區","新北市瑞芳區柴寮路(候硐火車站前)","觀光旅遊地區","猴硐煤礦博物園區(烘砂室)","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","2021-12-20 19:56:46","","2031-06-30","2026-04-20"
"4016","九份遊客中心","","","0955080901","224","瑞芳區","新北市瑞芳區汽車路89號","觀光旅遊地區","九份遊客中心櫃臺前","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","2021-12-20 19:56:27","2012-07-27","2031-06-30","2026-04-30"
"43859","法商台灣迪卡儂瑞芳倉庫","","","0965165237","224","瑞芳區","新北市瑞芳區楓子瀨路1巷9號F棟","其他","1F大廳","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:57:54","2019-10-01","2031-06-30","2026-04-30"
"43859","法商台灣迪卡儂瑞芳倉庫","","","0965165237","224","瑞芳區","新北市瑞芳區楓子瀨路1巷9號F棟","其他","2F餐廳","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:57:54","2019-10-01","2031-06-30","2026-06-30"
"32934","新北市政府警察局瑞芳分局瑞芳派出所","24小時，02-29972141","","","224","瑞芳區","新北市瑞芳區明燈路三段25號1樓","其他","派出所內","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:03","","2028-04-01","2026-06-01"
