場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點
臺北市立復興高級中學,復興四路70號,63000120,25.143591,121.5018,學校、大型集會場所,高中職,藝術大樓一樓
統一健身俱樂部-京站館,市民大道1段209號8樓,63000060,25.048786,121.518569,學校、大型集會場所,健身房,京站館8樓心肺區
臺北市立復興高級中學,復興四路70號,63000120,25.143591,121.5018,學校、大型集會場所,高中職,篤行1樓男側外
臺北市南港區舊莊國民小學,舊莊街一段100號,63000090,25.040245,121.619539,其他,其他場所,健康中心
臺北市立復興高級中學,復興四路70號,63000120,25.143591,121.5018,學校、大型集會場所,高中職,復興大川堂
欣葉國際餐飲股份有限公司新中山門市部,南京西路62號4樓,63000060,25.05275198,121.519042,其他,其他場所,臺北市大同區南京西路62號4樓
義華酒店,樂群二路197號,63000040,25.0805494,121.5596698,旅宿場所,旅館,2F義華俱樂部
臺北市建成地政事務所,和平西路3段120號7-9樓,63000070,25.035002,121.499888,其他,其他場所,8樓民眾服務區
全真概念健康事業股份有限公司-環亞分公司,南京東路四段2號1樓 14號店鋪,63000010,25.05135558,121.5499539,學校、大型集會場所,健身房,台北市南京東路四段2號1樓14號店鋪
香港商世界健身事業有限公司台北寧夏分公司,寧夏路11號地下1樓,63000060,25.05471528,121.5150037,學校、大型集會場所,健身房,B1心肺區
梅庭,中山路6號,63000120,25.136932,121.508762,其他,其他場所,梅庭
臺北市大安地政事務所,信義路4段335巷6號,63000030,25.033834,121.556434,其他,其他場所,1樓大廳
晶華國際酒店股份有限公司,中山北路2段39巷3號,63000040,25.054187,121.52424,旅宿場所,飯店,20樓往游泳池樓梯口
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站
台灣高速鐵路(股)公司-南港車站,南港路一段313號,63000090,25.053189,121.607064,交通要衝,高鐵站,台灣高速鐵路(股)公司-南港車站
Force Fitness 小巨蛋,八德路三段120號2樓,63000010,25.0480485,121.5540851,大型休閒場所,運動場館(如小巨蛋),台北市松山區八德路三段120號2樓
陽明山國家公園龍鳳谷遊客服務站,泉源路200號,63000120,25.143153,121.526371,觀光旅遊地區,國家公園,服務站入口處右方
臺北市中正運動中心,信義路一段1號,63000050,25.038234,121.519291,學校、大型集會場所,健身中心,B1游泳池入口
臺北市信義區興雅國民小學,基隆路一段83巷9號,63000020,25.046751,121.570022,學校、大型集會場所,國小,臺北市信義區興雅國民小學
好市多股份有限公司北投分公司,立德路117號,63000120,25.126936,121.471839,大型購物場所,賣場,賣場B1
臺北市信義區博愛國民小學,松仁路95巷20號(博愛國小),63000020,25.036184,121.570456,其他,其他場所,1F前穿堂
臺北市松山地政事務所,莊敬路391巷11弄2號,63000020,25.028846,121.566153,其他,其他場所,一樓大廳
誠品生活股份有限公司南西店,南京西路14號,63000040,25.052254,121.520509,大型購物場所,商場,4F
誠品生活股份有限公司南西店,南京西路14號,63000040,25.052254,121.520509,大型購物場所,商場,1F
臺北市大安區仁愛國民小學,安和路1段60號,63000030,25.035773,121.55235,其他,其他場所,進穿堂左邊佈告欄旁
國立臺北科技大學,忠孝東路3 段1號,63000030,25.04246,121.53565,學校、大型集會場所,大專院校,中正館
臺北市中正區忠義國民小學,中華路二段307巷17號,63000050,25.02963,121.506346,其他,其他場所,川堂
陽明山國家公園竹子湖蓬萊米原種田故事館,竹子湖路15-1號,63000120,25.168282,121.539439,觀光旅遊地區,國家公園,竹子湖路15-1號
內政部國家公園署陽明山國家公園管理處行政中心,竹子湖路1-20號,63000120,25.155667,121.54769,觀光旅遊地區,國家公園,大門進入後右側
臺北市士林區雙溪國民小學,中社路2段66號,63000110,25.106069,121.563886,其他,其他場所,吟風樓大門
臺北市信義區福德國民小學,福德街253號,63000020,25.038899,121.586503,其他,其他場所,福德國小校門口川堂
臺北市中山區濱江國民小學,樂群二路266巷99號,63000040,25.078001,121.561637,其他,其他場所,1樓聯合辦公室(靠近總務處)入口處
國立臺北護理健康大學水療中心(展昭國際企業(股)公司),明德路365號(水療中心),63000120,25.117796,121.518053,學校、大型集會場所,大專院校,水療中心
臺北市中正區永功里民活動場所,汀州路1段324號,63000050,25.026566,121.512237,其他,其他場所,永功里民活動場所入口飲水機旁
臺北市私立開平餐飲職業學校(主廚之家),復興南路2段148巷15號,63000030,25.028543,121.542372,學校、大型集會場所,高中職,主廚之家1樓
社團法人愛福家協會附設私立愛活樂園社區長照機構,羅斯福路2段5號2樓,63000050,25.029217,121.521134,其他,其他場所,中正多元照顧中心
BELLAVITA 寶麗廣場,松仁路28號,63000020,25.039668,121.567733,大型購物場所,百貨業,B1F客服中心
城市商旅股份有限公司昆明分公司,昆明街46號,63000070,25.046776,121.505801,旅宿場所,旅館,大廳入口詢問處旁
誠隆汽車股份有限公司木柵服務廠,木柵路一段257巷1號,63000080,24.988156,121.553019,其他,其他場所,木柵服務廠出納櫃台
誠隆汽車股份有限公司大安服務廠,和平東路三段268號,63000030,25.021244,121.555587,其他,其他場所,大安服務廠客休室
南港國小運動中心(緯創運動行銷公司),惠民街67號,63000090,25.057163,121.610384,學校、大型集會場所,健身中心,活動中心
臺北市大安老人服務暨日間照顧中心,四維路76巷12號,63000030,25.034215,121.547473,其他,其他場所,5樓交誼廳
香港商世界健身事業有限公司台北木柵分公司,木柵路三段96號B1、B2,63000080,24.9885015,121.5672288,學校、大型集會場所,健身房,B1教練櫃台旁
誠隆汽車股份有限公司萬華服務廠,莒光路328號,63000070,25.031299,121.497335,其他,其他場所,萬華服務廠終檢區
臺北市立福安國民中學,延平北路七段250號,63000110,25.102855,121.488071,學校、大型集會場所,國中,健康中心外走廊
臺北市士林區文昌國民小學,文林路615巷20號,63000110,25.09941,121.521296,其他,其他場所,健康中心門口外之牆邊
勞動部,松江路207號,63000040,25.05716156,121.5333292,其他,其他場所,1樓大廳服務台旁
佳齡診所,台北市大安區敦化南路一段205號B1,63000030,25.0399743,121.5486089,學校、大型集會場所,健身房,佳齡診所附設加力運醫
麗舍整形外科診所,基隆路二段172-1號6樓,63000030,25.02618,121.5541741,其他,其他場所,本院恢復室
城市學校財團法人臺北城市科技大學,學園路2號,63000120,25.133617,121.468879,學校、大型集會場所,大專院校,愛園大樓2樓宿舍旁
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,大慈館 (女生宿舍)
士林203號公園,中山北路五段378巷26號,63000110,25.090522,121.530027,其他,其他場所,陽明山公園管理所
新生公園(閱覽室),新生北路3段105號,63000040,25.068582,121.529609,其他,其他場所,新生公園圓山所辦公室1樓
B.P.Y220,忠孝東路四段220號10樓,63000030,25.041149,121.553232,學校、大型集會場所,健身房,場館大廳
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,大倫館 (男生宿舍)
臺北市政府工務局公園路燈工程管理處花卉試驗中心,仰德大道四段175巷32號,63000110,25.134983,121.54381,其他,其他場所,綠化教室
士林官邸公園,福林路60-1號,63000110,25.09458725,121.530248,觀光旅遊地區,地方政府主管風景區,駐衛警室
衛生福利部國民健康署台北辦公室,塔城街36號,63000060,25.051644,121.510316,其他,其他場所,1樓梯廳北側
臺北市南港運動中心,玉成街69號,63000090,25.048938,121.58184,學校、大型集會場所,健身中心,3樓籃球場
潤泰旭展股份有限公司(CITYLINK南港店),忠孝東路七段369號,63000090,25.05267019,121.6072083,大型購物場所,商場,B棟3樓服務台旁
萬海航運股份有限公司(松江辦公室),松江路136號9樓,63000040,25.053026,121.532776,其他,其他場所,大門左側
萬海航運股份有限公司(內湖辦公室),新湖一路361號,63000100,25.06365669,121.5843356,其他,其他場所,新湖一路361號1F 大廳 Logo 旁
萬華靜思堂,莒光路222號,63000070,25.031333,121.500265,其他,其他場所,大廳
臺北市萬華區福星國民小學,中華路一段66號,63000070,25.046784,121.507931,其他,其他場所,校門警衛室旁
臺北市內湖區內湖國民小學,內湖路2段41號,63000100,25.079126,121.580239,學校、大型集會場所,國小,一樓北側門警衛室旁
臺北市萬華區老松國民小學,桂林路64號,63000070,25.038046,121.502725,其他,其他場所,川堂
森蒲有限公司（Energym),南京東路五段123巷1弄4號1F,63000010,25.051912,121.560518,學校、大型集會場所,健身房,店裡室內
臺北市立龍山國民中學,南寧路46號,63000070,25.036077,121.504618,其他,其他場所,穿堂
臺北市中正區螢橋國民小學,詔安街29號,63000050,25.025138,121.514353,其他,其他場所,穿堂
臺北市立中正國民中學,愛國東路158號,63000050,25.032339,121.522007,學校、大型集會場所,大專院校,大門口
臺北市萬華區新和國民小學,西藏路125巷31號,63000070,25.025983,121.503337,學校、大型集會場所,國小,校門口穿堂
50+健身薈,南京東路一段138號4樓,63000040,25.051807,121.5273834,其他,其他場所,門口櫃台左側
臺北市立永春高級中學,松山路654號,63000020,25.032801,121.578562,學校、大型集會場所,高中職,行政大樓1樓穿堂
京庚健康世界股份有限公司101分公司,市府路45號6樓之2,63000020,25.033493,121.564101,學校、大型集會場所,健身房,6F教練櫃台右前方
摩莎曼拉精品旅館-台北車站館,開封街一段33號,63000050,25.04614,121.512947,其他,其他場所,台北市中正區開封街一段33號
高絲旅股份有限公司漢口館,漢口街二段54號,63000070,25.045673,121.505792,其他,其他場所,台北市萬華區漢口街二段54號
臺北市政府公務人員訓練處,萬美街2段21巷20號,63000080,25.004577,121.56104,其他,其他場所,B區-體育館
臺北市文山老人服務暨日間照顧中心,興隆路2段88號1樓之3,63000080,25.00027763,121.5488165,其他,其他場所,中心內大廳
國立臺灣師範大學校本部(和平東路1段162號) ,和平東路1段162號,63000030,25.02603,121.528283,學校、大型集會場所,大專院校,校本部勤大樓一樓
好時光女生運動樂園(古亭樂園),南昌路二段53號1樓,63000050,25.0363,121.555713,學校、大型集會場所,健身房,櫃檯旁邊
奎山學校財團法人臺北市奎山實驗高級中等學校,明德路200號,63000120,25.111304,121.521025,學校、大型集會場所,高中職,健康中心
財團法人台北市私立陽明養護中心,公館路209巷18號,63000120,25.121445,121.502713,其他,其他場所,辦公室前
臺北市士林區劍潭國民小學,通河街16號,63000110,25.079924,121.522887,其他,其他場所,川堂
臺北市士林區雨聲國民小學,至誠路一段62巷70號,63000110,25.102662,121.535265,其他,其他場所,穿堂
臺北市立新興國民中學,林森北路511號,63000040,25.062062,121.526717,學校、大型集會場所,國中,臺北市立新興國民中學健康中心外走廊
